C행정구역별,행정구역별,C산업별,업종명,데이터업종명,C조직형태별,조직형태별,시점,사업체수 (개),종사자수 (명)
'00,전국,'C202,합성고무 및 플라스틱 물질 제조업,,'0,계,2018,2701,34884
'00,전국,'C2020,합성고무 및 플라스틱 물질 제조업,,'0,계,2018,2701,34884
'00,전국,'C20201,합성고무 제조업,,'0,계,2018,108,1632
'00,전국,'C20202,합성수지 및 기타 플라스틱 물질 제조업,,'0,계,2018,1399,24019
'00,전국,'C20203,혼성 및 재생 플라스틱 소재 물질 제조업,,'0,계,2018,1194,9233
'00,전국,'C203,"비료, 농약 및 살균, 살충제 제조업",,'0,계,2018,1353,10155
'00,전국,'C2031,비료 및 질소화합물 제조업,,'0,계,2018,1145,7707
'00,전국,'C20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",,'0,계,2018,54,390
'00,전국,'C20312,복합비료 및 기타 화학비료 제조업,,'0,계,2018,166,1826
'00,전국,'C20313,유기질 비료 및 상토 제조업,,'0,계,2018,925,5491
'00,전국,'C2032,살균?살충제 및 농약 제조업,,'0,계,2018,208,2448
'00,전국,'C20321,화학 살균?살충제 및 농업용 약제 제조업,,'0,계,2018,136,1959
'00,전국,'C20322,생물 살균?살충제 및 식물보호제 제조업,,'0,계,2018,72,489
'00,전국,'C204,기타 화학제품 제조업,,'0,계,2018,6284,84905
'00,전국,'C2041,"잉크, 페인트, 코팅제 및 유사제품 제조업",,'0,계,2018,910,14610
'00,전국,'C20411,일반용 도료 및 관련제품 제조업,,'0,계,2018,634,11158
'00,전국,'C20412,요업용 도포제 및 관련제품 제조업,,'0,계,2018,63,497
'00,전국,'C20413,인쇄잉크 및 회화용 물감 제조업,,'0,계,2018,213,2955
'00,전국,'C2042,"세제, 화장품 및 광택제 제조업",,'0,계,2018,3370,37856
'00,전국,'C20421,계면활성제 제조업,,'0,계,2018,244,3058
'00,전국,'C20422,"치약, 비누 및 기타 세제 제조업",,'0,계,2018,985,5641
'00,전국,'C20423,화장품 제조업,,'0,계,2018,1763,27181
'00,전국,'C20424,표면광택제 및 실내가향제 제조업,,'0,계,2018,378,1976
'00,전국,'C2049,그 외 기타 화학제품 제조업,,'0,계,2018,2004,32439
'00,전국,'C20491,감광재료 및 관련 화학제품 제조업,,'0,계,2018,177,2676
'00,전국,'C20492,가공 및 정제염 제조업,,'0,계,2018,61,406
'00,전국,'C20493,접착제 및 젤라틴 제조업,,'0,계,2018,497,5656
'00,전국,'C20494,화약 및 불꽃제품 제조업,,'0,계,2018,35,1620
'00,전국,'C20495,바이오 연료 및 혼합물 제조업,,'0,계,2018,56,502
'00,전국,'C20499,그 외 기타 분류 안된 화학제품 제조업,,'0,계,2018,1178,21579
'00,전국,'C205,화학섬유 제조업,,'0,계,2018,208,6184
'00,전국,'C2050,화학섬유 제조업,,'0,계,2018,208,6184
'00,전국,'C20501,합성섬유 제조업,,'0,계,2018,184,5780
'00,전국,'C20502,재생섬유 제조업,,'0,계,2018,24,404
'00,전국,'C21,의료용 물질 및 의약품 제조업,,'0,계,2018,1206,47450
'00,전국,'C211,기초 의약물질 및 생물학적 제제 제조업,,'0,계,2018,179,7731
'00,전국,'C2110,기초 의약물질 및 생물학적 제제 제조업,,'0,계,2018,179,7731
'00,전국,'C21101,의약용 화합물 및 항생물질 제조업,,'0,계,2018,108,4996
'00,전국,'C21102,생물학적 제제 제조업,,'0,계,2018,71,2735
'00,전국,'C212,의약품 제조업,,'0,계,2018,549,33207
'00,전국,'C2121,완제 의약품 제조업,,'0,계,2018,273,28896
'00,전국,'C21210,완제 의약품 제조업,,'0,계,2018,273,28896
'00,전국,'C2122,한의약품 제조업,,'0,계,2018,213,2622
'00,전국,'C21220,한의약품 제조업,,'0,계,2018,213,2622
'00,전국,'C2123,동물용 의약품 제조업,,'0,계,2018,63,1689
'00,전국,'C21230,동물용 의약품 제조업,,'0,계,2018,63,1689
'00,전국,'C213,의료용품 및 기타 의약 관련제품 제조업,,'0,계,2018,478,6512
'00,전국,'C2130,의료용품 및 기타 의약 관련제품 제조업,,'0,계,2018,478,6512
'00,전국,'C21300,의료용품 및 기타 의약 관련제품 제조업,,'0,계,2018,478,6512
'00,전국,'C22,고무 및 플라스틱제품 제조업,,'0,계,2018,24141,295937
'00,전국,'C221,고무제품 제조업,,'0,계,2018,3330,53803
'00,전국,'C2211,고무 타이어 및 튜브 생산업,,'0,계,2018,134,16288
'00,전국,'C22111,타이어 및 튜브 제조업,,'0,계,2018,91,15845
'00,전국,'C22112,타이어 재생업,,'0,계,2018,43,443
'00,전국,'C2219,기타 고무제품 제조업,,'0,계,2018,3196,37515
'00,전국,'C22191,고무패킹류 제조업,,'0,계,2018,1043,12114
'00,전국,'C22192,산업용 그 외 비경화 고무제품 제조업,,'0,계,2018,1041,17083
'00,전국,'C22193,고무 의류 및 기타 위생용 비경화 고무제품 제조업,,'0,계,2018,130,1593
'00,전국,'C22199,그 외 기타 고무제품 제조업,,'0,계,2018,982,6725
'00,전국,'C222,플라스틱제품 제조업,,'0,계,2018,20811,242134
'00,전국,'C2221,1차 플라스틱제품 제조업,,'0,계,2018,3373,49144
'00,전국,'C22211,"플라스틱 선, 봉, 관 및 호스 제조업",,'0,계,2018,1225,14177
'00,전국,'C22212,플라스틱 필름 제조업,,'0,계,2018,1577,25501
'00,전국,'C22213,플라스틱 시트 및 판 제조업,,'0,계,2018,487,6425
'00,전국,'C22214,플라스틱 합성피혁 제조업,,'0,계,2018,84,3041
'00,전국,'C2222,건축용 플라스틱제품 제조업,,'0,계,2018,2767,24150
'00,전국,'C22221,벽 및 바닥 피복용 플라스틱제품 제조업,,'0,계,2018,215,3738
'00,전국,'C22222,설치용 및 위생용 플라스틱제품 제조업,,'0,계,2018,633,5637
'00,전국,'C22223,플라스틱 창호 제조업,,'0,계,2018,1367,10876
'00,전국,'C22229,기타 건축용 플라스틱 조립제품 제조업,,'0,계,2018,552,3899
'00,전국,'C2223,포장용 플라스틱제품 제조업,,'0,계,2018,4509,44328
'00,전국,'C22231,"플라스틱 포대, 봉투 및 유사제품 제조업",,'0,계,2018,1848,12293
'00,전국,'C22232,포장용 플라스틱 성형용기 제조업,,'0,계,2018,2661,32035
'00,전국,'C2224,기계장비 조립용 플라스틱제품 제조업,,'0,계,2018,4613,69665
'00,전국,'C22241,운송장비 조립용 플라스틱제품 제조업,,'0,계,2018,2109,43727
'00,전국,'C22249,기타 기계?장비 조립용 플라스틱 제품 제조업,,'0,계,2018,2504,25938
'00,전국,'C2225,플라스틱 발포 성형제품 제조업,,'0,계,2018,1337,16912
'00,전국,'C22251,폴리스티렌 발포 성형제품 제조업,,'0,계,2018,664,9940
'00,전국,'C22259,기타 플라스틱 발포 성형제품 제조업,,'0,계,2018,673,6972
'00,전국,'C2229,기타 플라스틱제품 제조업,,'0,계,2018,4212,37935
'00,전국,'C22291,플라스틱 접착처리 제품 제조업,,'0,계,2018,802,10736
'00,전국,'C22292,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",,'0,계,2018,531,8524
'00,전국,'C22299,그 외 기타 플라스틱 제품 제조업,,'0,계,2018,2879,18675
'00,전국,'C23,비금속 광물제품 제조업,,'0,계,2018,11733,119319
'00,전국,'C231,유리 및 유리제품 제조업,,'0,계,2018,2072,28576
'00,전국,'C2311,판유리 및 판유리 가공품 제조업,,'0,계,2018,1280,13373
'00,전국,'C23111,판유리 제조업,,'0,계,2018,24,953
'00,전국,'C23112,안전유리 제조업,,'0,계,2018,337,5134
'00,전국,'C23119,기타 판유리 가공품 제조업,,'0,계,2018,919,7286
'00,전국,'C2312,산업용 유리 제조업,,'0,계,2018,419,11035
'00,전국,'C23121,"1차 유리제품, 유리섬유 및 광학용 유리 제조업",,'0,계,2018,149,2335
'00,전국,'C23122,디스플레이 장치용 유리 제조업,,'0,계,2018,97,7550
'00,전국,'C23129,기타 산업용 유리제품 제조업,,'0,계,2018,173,1150
'00,전국,'C2319,기타 유리제품 제조업,,'0,계,2018,373,4168
'00,전국,'C23191,가정용 유리제품 제조업,,'0,계,2018,137,574
'00,전국,'C23192,포장용 유리용기 제조업,,'0,계,2018,112,3155
'00,전국,'C23199,그 외 기타 유리제품 제조업,,'0,계,2018,124,439
'00,전국,'C232,"내화, 비내화 요업제품 제조업",,'0,계,2018,2679,16631
'00,전국,'C2321,내화 요업제품 제조업,,'0,계,2018,180,3571
'00,전국,'C23211,정형 내화 요업제품 제조업,,'0,계,2018,122,1689
'00,전국,'C23212,부정형 내화 요업제품 제조업,,'0,계,2018,58,1882
'00,전국,'C2322,비내화 일반도자기 제조업,,'0,계,2018,2237,9712
'00,전국,'C23221,가정용 및 장식용 도자기 제조업,,'0,계,2018,1788,4805
'00,전국,'C23222,위생용 및 산업용 도자기 제조업,,'0,계,2018,343,4441
'00,전국,'C23229,기타 일반 도자기 제조업,,'0,계,2018,106,466
'00,전국,'C2323,건축용 비내화 요업제품 제조업,,'0,계,2018,262,3348
'00,전국,'C23231,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업",,'0,계,2018,157,1514
'00,전국,'C23232,타일 및 유사 비내화 요업제품 제조업,,'0,계,2018,77,1689
'00,전국,'C23239,기타 건축용 비내화 요업제품 제조업,,'0,계,2018,28,145
'00,전국,'C233,"시멘트, 석회, 플라스터 및 그 제품 제조업",,'0,계,2018,3103,50883
'00,전국,'C2331,"시멘트, 석회 및 플라스터 제조업",,'0,계,2018,208,6010
'00,전국,'C23311,시멘트 제조업,,'0,계,2018,111,4386
'00,전국,'C23312,석회 및 플라스터 제조업,,'0,계,2018,97,1624
'00,전국,'C2332,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",,'0,계,2018,2895,44873
'00,전국,'C23321,비내화 모르타르 제조업,,'0,계,2018,103,1066
'00,전국,'C23322,레미콘 제조업,,'0,계,2018,1146,25265
'00,전국,'C23323,플라스터 혼합제품 제조업,,'0,계,2018,36,679
'00,전국,'C23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",,'0,계,2018,914,7478
'00,전국,'C23325,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,,'0,계,2018,619,9811
'00,전국,'C23329,그 외 기타 콘크리트 제품 및 유사제품 제조업,,'0,계,2018,77,574
'00,전국,'C239,기타 비금속 광물제품 제조업,,'0,계,2018,3879,23229
'00,전국,'C2391,석제품 제조업,,'0,계,2018,2377,8500
'00,전국,'C23911,건설용 석제품 제조업,,'0,계,2018,1362,5184
'00,전국,'C23919,기타 석제품 제조업,,'0,계,2018,1015,3316
'00,전국,'C2399,그 외 기타 비금속 광물제품 제조업,,'0,계,2018,1502,14729
'00,전국,'C23991,아스팔트 콘크리트 및 혼합제품 제조업,,'0,계,2018,483,4535
'00,전국,'C23992,연마재 제조업,,'0,계,2018,286,2857
'00,전국,'C23993,비금속광물 분쇄물 생산업,,'0,계,2018,255,2772
'00,전국,'C23994,암면 및 유사제품 제조업,,'0,계,2018,148,1650
'00,전국,'C23995,탄소섬유 제조업,,'0,계,2018,17,145
'00,전국,'C23999,그 외 기타 분류 안된 비금속 광물제품 제조업,,'0,계,2018,313,2770
'00,전국,'C24,1차 금속 제조업,,'0,계,2018,9358,165194
'00,전국,'C241,1차 철강 제조업,,'0,계,2018,5338,104907
'00,전국,'C2411,"제철, 제강 및 합금철 제조업",,'0,계,2018,180,4259
'00,전국,'C24111,제철업,,'0,계,2018,16,762
'00,전국,'C24112,제강업,,'0,계,2018,60,1166
'00,전국,'C24113,합금철 제조업,,'0,계,2018,67,1819
'00,전국,'C24119,기타 제철 및 제강업,,'0,계,2018,37,512
'00,전국,'C2412,"철강 압연, 압출 및 연신제품 제조업",,'0,계,2018,789,45573
'00,전국,'C24121,열간 압연 및 압출 제품 제조업,,'0,계,2018,397,36211
'00,전국,'C24122,냉간 압연 및 압출 제품 제조업,,'0,계,2018,98,3619
'00,전국,'C24123,철강선 제조업,,'0,계,2018,294,5743
'00,전국,'C2413,철강관 제조업,,'0,계,2018,1942,28168
'00,전국,'C24131,주철관 제조업,,'0,계,2018,206,2362
'00,전국,'C24132,강관 제조업,,'0,계,2018,747,9623
'00,전국,'C24133,강관 가공품 및 관 연결구류 제조업,,'0,계,2018,989,16183
'00,전국,'C2419,기타 1차 철강 제조업,,'0,계,2018,2427,26907
'00,전국,'C24191,"도금, 착색 및 기타 표면처리강재 제조업",,'0,계,2018,608,10599
'00,전국,'C24199,그 외 기타 1차 철강 제조업,,'0,계,2018,1819,16308
'00,전국,'C242,1차 비철금속 제조업,,'0,계,2018,2253,38320
'00,전국,'C2421,"비철금속 제련, 정련 및 합금 제조업",,'0,계,2018,610,11460
'00,전국,'C24211,"동 제련, 정련 및 합금 제조업",,'0,계,2018,74,1738
'00,전국,'C24212,"알루미늄 제련, 정련 및 합금 제조업",,'0,계,2018,300,4801
'00,전국,'C24213,"연 및 아연 제련, 정련 및 합금 제조업",,'0,계,2018,86,3592
'00,전국,'C24219,"기타 비철금속 제련, 정련 및 합금 제조업",,'0,계,2018,150,1329
'00,전국,'C2422,"비철금속 압연, 압출 및 연신제품 제조업",,'0,계,2018,1324,24208
'00,전국,'C24221,"동 압연, 압출 및 연신제품 제조업",,'0,계,2018,252,8215
'00,전국,'C24222,"알루미늄 압연, 압출 및 연신제품 제조업",,'0,계,2018,878,13794
'00,전국,'C24229,"기타 비철금속 압연, 압출 및 연신 제품 제조업",,'0,계,2018,194,2199
'00,전국,'C2429,기타 1차 비철금속 제조업,,'0,계,2018,319,2652
'00,전국,'C24290,기타 1차 비철금속 제조업,,'0,계,2018,319,2652
'00,전국,'C243,금속 주조업,,'0,계,2018,1767,21967
'00,전국,'C2431,철강 주조업,,'0,계,2018,918,14692
'00,전국,'C24311,선철주물 주조업,,'0,계,2018,605,9752
'00,전국,'C24312,강주물 주조업,,'0,계,2018,313,4940
'00,전국,'C2432,비철금속 주조업,,'0,계,2018,849,7275
'00,전국,'C24321,알루미늄주물 주조업,,'0,계,2018,553,5139
'00,전국,'C24322,동주물 주조업,,'0,계,2018,122,1018
'00,전국,'C24329,기타 비철금속 주조업,,'0,계,2018,174,1118
'00,전국,'C25,금속가공제품 제조업; 기계 및 가구 제외,,'0,계,2018,70814,464133
'00,전국,'C251,"구조용 금속제품, 탱크 및 증기발생기 제조업",,'0,계,2018,17390,122355
'00,전국,'C2511,구조용 금속제품 제조업,,'0,계,2018,15884,103353
'00,전국,'C25111,"금속 문, 창, 셔터 및 관련제품 제조업",,'0,계,2018,6203,25733
'00,전국,'C25112,구조용 금속 판제품 및 공작물 제조업,,'0,계,2018,3669,27978
'00,전국,'C25113,육상 금속 골조 구조재 제조업,,'0,계,2018,4065,33643
'00,전국,'C25114,수상 금속 골조 구조재 제조업,,'0,계,2018,347,4955
'00,전국,'C25119,기타 구조용 금속제품 제조업,,'0,계,2018,1600,11044
'00,전국,'C2512,"산업용 난방보일러, 금속탱크 및 유사 용기 제조업",,'0,계,2018,1379,13864
'00,전국,'C25121,산업용 난방보일러 및 방열기 제조업,,'0,계,2018,366,3066
'00,전국,'C25122,금속탱크 및 저장용기 제조업,,'0,계,2018,842,8418
'00,전국,'C25123,압축 및 액화 가스용기 제조업,,'0,계,2018,171,2380
'00,전국,'C2513,핵반응기 및 증기 보일러 제조업,,'0,계,2018,127,5138
'00,전국,'C25130,핵반응기 및 증기보일러 제조업,,'0,계,2018,127,5138
'00,전국,'C252,무기 및 총포탄 제조업,,'0,계,2018,143,11193
'00,전국,'C2520,무기 및 총포탄 제조업,,'0,계,2018,143,11193
'00,전국,'C25200,무기 및 총포탄 제조업,,'0,계,2018,143,11193
'00,전국,'C259,기타 금속 가공제품 제조업,,'0,계,2018,53281,330585
'00,전국,'C2591,"금속 단조, 압형 및 분말야금 제품 제조업",,'0,계,2018,5958,48232
'00,전국,'C25911,분말 야금제품 제조업,,'0,계,2018,198,2472
'00,전국,'C25912,금속 단조제품 제조업,,'0,계,2018,899,8896
'00,전국,'C25913,자동차용 금속 압형제품 제조업,,'0,계,2018,2647,23413
'00,전국,'C25914,그 외 금속 압형제품 제조업,,'0,계,2018,2214,13451
'00,전국,'C2592,"금속 열처리, 도금 및 기타 금속가공업",,'0,계,2018,34272,173319
'00,전국,'C25921,금속 열처리업,,'0,계,2018,1183,10942
'00,전국,'C25922,도금업,,'0,계,2018,1680,15555
'00,전국,'C25923,도장 및 기타 피막처리업,,'0,계,2018,3095,32870
'00,전국,'C25924,절삭가공 및 유사처리업,,'0,계,2018,21653,86499
'00,전국,'C25929,그 외 기타 금속가공업,,'0,계,2018,6661,27453
'00,전국,'C2593,"날붙이, 수공구 및 일반철물 제조업",,'0,계,2018,3962,36428
'00,전국,'C25931,날붙이 제조업,,'0,계,2018,340,2330
'00,전국,'C25932,일반철물 제조업,,'0,계,2018,2108,17277
'00,전국,'C25933,비동력식 수공구 제조업,,'0,계,2018,547,2643
'00,전국,'C25934,톱 및 호환성 공구 제조업,,'0,계,2018,967,14178
'00,전국,'C2594,"금속파스너, 스프링 및 금속선 가공제품 제조업",,'0,계,2018,3996,35071
'00,전국,'C25941,볼트 및 너트류 제조업,,'0,계,2018,1960,17384
'00,전국,'C25942,그 외 금속파스너 및 나사제품 제조업,,'0,계,2018,428,3704
'00,전국,'C25943,금속 스프링 제조업,,'0,계,2018,696,6302
'00,전국,'C25944,금속선 가공제품 제조업,,'0,계,2018,912,7681
'00,전국,'C2599,그 외 기타 금속가공제품 제조업,,'0,계,2018,5093,37535
'00,전국,'C25991,금속 캔 및 기타 포장용기 제조업,,'0,계,2018,981,11369
'00,전국,'C25992,수동식 식품 가공기기 및 금속 주방용기 제조업,,'0,계,2018,944,7171
'00,전국,'C25993,금속 위생용품 제조업,,'0,계,2018,234,1804
'00,전국,'C25994,금속 표시판 제조업,,'0,계,2018,405,2537
'00,전국,'C25995,피복 및 충전 용접봉 제조업,,'0,계,2018,63,2091
'00,전국,'C25999,그 외 기타 분류 안된 금속 가공 제품 제조업,,'0,계,2018,2466,12563
'00,전국,'C26,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,'0,계,2018,13791,402294
'00,전국,'C261,반도체 제조업,,'0,계,2018,1566,128060
'00,전국,'C2611,전자집적회로 제조업,,'0,계,2018,375,98147
'00,전국,'C26111,메모리용 전자집적회로 제조업,,'0,계,2018,175,65726
'00,전국,'C26112,비메모리용 및 기타 전자집적회로 제조업,,'0,계,2018,200,32421
'00,전국,'C2612,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",,'0,계,2018,1191,29913
'00,전국,'C26121,발광 다이오드 제조업,,'0,계,2018,190,6113
'00,전국,'C26129,기타 반도체소자 제조업,,'0,계,2018,1001,23800
'00,전국,'C262,전자부품 제조업,,'0,계,2018,6877,172026
'00,전국,'C2621,표시장치 제조업,,'0,계,2018,566,70704
'00,전국,'C26211,액정 표시장치 제조업,,'0,계,2018,355,46556
'00,전국,'C26212,유기발광 표시장치 제조업,,'0,계,2018,31,20886
'00,전국,'C26219,기타 표시장치 제조업,,'0,계,2018,180,3262
'00,전국,'C2622,인쇄회로기판 및 전자부품 실장기판 제조업,,'0,계,2018,3161,62427
'00,전국,'C26221,인쇄회로기판용 적층판 제조업,,'0,계,2018,644,15411
'00,전국,'C26222,경성 인쇄회로기판 제조업,,'0,계,2018,649,21040
'00,전국,'C26223,연성 및 기타 인쇄회로기판 제조업,,'0,계,2018,625,12213
'00,전국,'C26224,전자부품 실장기판 제조업,,'0,계,2018,1243,13763
